project_id,state,district,constituency,mp_name,sector,title,description,village,block,latitude,longitude,sanctioned_amount,estimated_cost,expenditure,recommendation_date,sanction_date,start_date,completion_date,status,contractor_name,implementing_agency
MPL-00946,Gujarat,Rajkot,Rajkot,P. Rupala,Community Infrastructure,Construction of Community Hall at Village Village-23,Construction of Community Hall at Village Village-23,Village-23,Block-7,22.29726,70.94346,2196258.0,2127469.16,1666861.24,2024-10-24,2024-11-06,2024-12-25,2025-05-01,Completed,National Civil Projects,Minor Irrigation Division
MPL-00947,Uttar Pradesh,Varanasi,Varanasi,N. Modi,Drinking Water & Sanitation,Installation of RO Water Purification Plant at Village-38,Installation of RO Water Purification Plant at Village-38,Village-38,Block-9,25.40403,82.85773,814932.0,785041.5,741948.46,2023-01-02,2023-01-12,2023-02-19,,In Progress,Sai Urban Works Pvt Ltd,Minor Irrigation Division
MPL-00948,Rajasthan,Jaipur,Jaipur,M. Joshi,Drinking Water & Sanitation,Construction of Public Toilets and Sanitation Block in Village-63,Construction of Public Toilets and Sanitation Block in Village-63,Village-63,Block-3,26.81413,75.80321,1103724.0,1136970.96,835077.69,2024-04-17,2024-05-01,2024-06-15,2024-09-08,Completed,Reliable Works Corporation,Public Works Department (PWD)
MPL-00949,Maharashtra,Nagpur,Nagpur,N. Gadkari,Community Infrastructure,Development of Community Center and Boundary Wall in Village-132,Development of Community Center and Boundary Wall in Village-132,Village-132,Block-6,21.24419,79.06012,876116.0,881912.16,678219.22,2024-02-06,2024-02-28,2024-04-23,2024-08-18,Completed,Vanguard Infra Solutions,Public Works Department (PWD)
MPL-00950,Uttar Pradesh,Varanasi,Varanasi,N. Modi,Drinking Water & Sanitation,Drilling of Deep Borewell and Overhead Tank Setup at Village-96,Drilling of Deep Borewell and Overhead Tank Setup at Village-96,Village-96,Block-10,25.43422,83.01771,859758.0,855444.45,817553.97,2023-07-24,2023-08-19,2023-09-11,2024-03-19,Completed,National Civil Projects,Rural Engineering Service (RES)
MPL-00951,Rajasthan,Jaipur,Jaipur,M. Joshi,Education & Schools,Construction of Additional Classrooms at Govt High School Village-111,Construction of Additional Classrooms at Govt High School Village-111,Village-111,Block-5,26.99428,75.64928,2457917.0,2342619.56,1769454.92,2023-03-04,2023-03-28,2023-05-27,2023-09-01,Completed,Sai Urban Works Pvt Ltd,Municipal Corporation
MPL-00952,Kerala,Wayanad,Wayanad,P. Gandhi,Rural Connectivity & Roads,Widening of Rural Link Road connecting Village-84,Widening of Rural Link Road connecting Village-84,Village-84,Block-10,11.71227,76.15006,3292440.0,3409446.37,2768855.01,2024-04-30,2024-05-14,2024-06-22,2025-02-13,Completed,Local Panchayat Works Unit,Minor Irrigation Division
MPL-00953,Karnataka,Bengaluru Rural,Bengaluru Rural,C. N. Manjunath,Rural Connectivity & Roads,Construction of CC Road and Drainage Channel at Village-126,Construction of CC Road and Drainage Channel at Village-126,Village-126,Block-6,13.17693,77.59613,2218085.0,2225346.81,1962805.59,2023-02-17,2023-03-06,2023-04-06,2023-08-13,Completed,Bharat Engineers & Builders,District Rural Development Agency (DRDA)
MPL-00954,Bihar,Patna,Patna Sahib,R. S. Prasad,Rural Connectivity & Roads,Paver Block Road Construction in Village-50,Paver Block Road Construction in Village-50,Village-50,Block-4,25.50061,85.17152,851271.0,852775.35,700989.13,2023-09-07,2023-09-28,2023-11-20,2024-07-05,Completed,National Civil Projects,District Rural Development Agency (DRDA)
MPL-00955,Kerala,Wayanad,Wayanad,P. Gandhi,Drinking Water & Sanitation,Construction of Public Toilets and Sanitation Block in Village-149,Construction of Public Toilets and Sanitation Block in Village-149,Village-149,Block-8,11.71484,76.17203,1145377.0,1107970.78,1050743.44,2023-10-05,2023-10-26,2023-12-20,,In Progress,Kisan Rural Developers,Rural Engineering Service (RES)
MPL-00956,Bihar,Patna,Patna Sahib,R. S. Prasad,Education & Schools,Installation of Smart Classroom and Computer Lab in Village-70,Installation of Smart Classroom and Computer Lab in Village-70,Village-70,Block-1,25.48143,85.10057,1295789.0,1290486.53,1039766.79,2023-09-06,2023-09-18,2023-11-10,,In Progress,Reliable Works Corporation,Municipal Corporation
MPL-00957,Bihar,Patna,Patna Sahib,R. S. Prasad,Rural Connectivity & Roads,Paver Block Road Construction in Village-117,Paver Block Road Construction in Village-117,Village-117,Block-2,25.4594,85.11591,1077392.0,1086397.23,843735.3,2024-07-10,2024-08-04,2024-09-14,,In Progress,Surya Shakti Engineering,Minor Irrigation Division
MPL-00958,Madhya Pradesh,Indore,Indore,S. Lalwani,Education & Schools,Installation of Smart Classroom and Computer Lab in Village-31,Installation of Smart Classroom and Computer Lab in Village-31,Village-31,Block-7,22.60184,75.86827,846514.0,819519.07,684322.32,2023-02-09,2023-02-25,2023-03-14,2023-07-23,Completed,National Civil Projects,Public Works Department (PWD)
MPL-00959,Uttar Pradesh,Varanasi,Varanasi,N. Modi,Renewable Energy,Installation of Solar LED High-Mast Lighting System at Village-3,Installation of Solar LED High-Mast Lighting System at Village-3,Village-3,Block-6,25.23373,83.005,458422.0,450977.5,406761.51,2023-09-24,2023-10-11,2023-11-13,2024-03-11,Completed,Sai Urban Works Pvt Ltd,Minor Irrigation Division
MPL-00960,Maharashtra,Nagpur,Nagpur,N. Gadkari,Community Infrastructure,Installation of Public Shed and Seating Area at Village-150,Installation of Public Shed and Seating Area at Village-150,Village-150,Block-8,21.28214,78.96555,566051.0,580901.42,425417.16,2024-01-15,2024-01-28,2024-02-25,2024-04-29,Completed,Local Panchayat Works Unit,District Rural Development Agency (DRDA)
MPL-00961,Gujarat,Rajkot,Rajkot,P. Rupala,Drinking Water & Sanitation,Construction of Public Toilets and Sanitation Block in Village-57,Construction of Public Toilets and Sanitation Block in Village-57,Village-57,Block-10,22.15485,70.85355,853781.0,850323.75,640073.44,2023-06-05,2023-06-27,2023-07-26,,In Progress,Vanguard Infra Solutions,Minor Irrigation Division
MPL-00962,Karnataka,Bengaluru Rural,Bengaluru Rural,C. N. Manjunath,Drinking Water & Sanitation,Installation of RO Water Purification Plant at Village-26,Installation of RO Water Purification Plant at Village-26,Village-26,Block-7,12.92141,77.64732,585980.0,580620.31,488261.93,2023-05-08,2023-06-03,2023-07-12,2023-12-16,Completed,Bharat Engineers & Builders,Municipal Corporation
MPL-00963,Kerala,Wayanad,Wayanad,P. Gandhi,Rural Connectivity & Roads,Construction of CC Road and Drainage Channel at Village-128,Construction of CC Road and Drainage Channel at Village-128,Village-128,Block-7,11.55861,76.23308,2564429.0,2594083.5,2439966.2,2024-08-28,2024-09-13,2024-10-11,2025-06-08,Completed,Vanguard Infra Solutions,Rural Engineering Service (RES)
MPL-00964,Bihar,Patna,Patna Sahib,R. S. Prasad,Rural Connectivity & Roads,Paver Block Road Construction in Village-104,Paver Block Road Construction in Village-104,Village-104,Block-2,25.7323,85.19355,787458.0,767674.35,619889.81,2023-08-01,2023-08-25,2023-10-03,2024-03-31,Completed,Local Panchayat Works Unit,Rural Engineering Service (RES)
MPL-00965,Uttar Pradesh,Varanasi,Varanasi,N. Modi,Education & Schools,Solar Rooftop Power System installation for School at Village-89,Solar Rooftop Power System installation for School at Village-89,Village-89,Block-8,25.24408,82.89247,688492.0,680296.94,583350.49,2024-03-17,2024-04-01,2024-05-13,,In Progress,Kisan Rural Developers,District Rural Development Agency (DRDA)
MPL-00966,Maharashtra,Nagpur,Nagpur,N. Gadkari,Drinking Water & Sanitation,Drilling of Deep Borewell and Overhead Tank Setup at Village-133,Drilling of Deep Borewell and Overhead Tank Setup at Village-133,Village-133,Block-9,21.02279,79.21295,1078207.0,1081542.6,818050.39,2023-01-27,2023-02-07,2023-03-18,2023-07-14,Completed,Shree Ganesh Construction Co,Minor Irrigation Division
MPL-00967,Rajasthan,Jaipur,Jaipur,M. Joshi,Community Infrastructure,Installation of Public Shed and Seating Area at Village-66,Installation of Public Shed and Seating Area at Village-66,Village-66,Block-4,26.83113,75.73078,637555.0,615178.69,473378.35,2024-03-10,2024-03-22,2024-04-23,2024-08-08,Completed,Reliable Works Corporation,Public Works Department (PWD)
MPL-00968,Uttar Pradesh,Varanasi,Varanasi,N. Modi,Renewable Energy,Installation of Solar LED High-Mast Lighting System at Village-74,Installation of Solar LED High-Mast Lighting System at Village-74,Village-74,Block-2,25.456,83.00469,687277.0,685232.24,568363.79,2023-06-03,2023-06-21,2023-07-21,,In Progress,Shree Ganesh Construction Co,Public Works Department (PWD)
MPL-00969,Maharashtra,Nagpur,Nagpur,N. Gadkari,Renewable Energy,Installation of Solar LED High-Mast Lighting System at Village-119,Installation of Solar LED High-Mast Lighting System at Village-119,Village-119,Block-9,21.23187,79.03584,690161.0,708164.56,632851.79,2023-05-27,2023-06-06,2023-07-25,2023-11-24,Completed,National Civil Projects,District Rural Development Agency (DRDA)
MPL-00970,Uttar Pradesh,Varanasi,Varanasi,N. Modi,Education & Schools,Construction of Additional Classrooms at Govt High School Village-43,Construction of Additional Classrooms at Govt High School Village-43,Village-43,Block-2,25.40255,82.96262,1301385.0,1297359.41,1241470.71,2023-08-19,2023-09-05,2023-10-28,2024-05-21,Completed,Surya Shakti Engineering,Rural Engineering Service (RES)
MPL-00971,Maharashtra,Nagpur,Nagpur,N. Gadkari,Renewable Energy,Installation of Solar LED High-Mast Lighting System at Village-18,Installation of Solar LED High-Mast Lighting System at Village-18,Village-18,Block-9,21.16089,79.15607,597879.0,576110.48,470029.0,2024-06-04,2024-06-25,2024-08-10,2025-01-18,Completed,Reliable Works Corporation,Municipal Corporation
MPL-00972,Madhya Pradesh,Indore,Indore,S. Lalwani,Rural Connectivity & Roads,Widening of Rural Link Road connecting Village-105,Widening of Rural Link Road connecting Village-105,Village-105,Block-7,22.86801,75.96028,2700010.0,2700861.19,2294787.13,2023-01-16,2023-02-07,2023-03-07,,In Progress,Shree Ganesh Construction Co,Minor Irrigation Division
MPL-00973,Madhya Pradesh,Indore,Indore,S. Lalwani,Rural Connectivity & Roads,Paver Block Road Construction in Village-7,Paver Block Road Construction in Village-7,Village-7,Block-7,22.70458,75.88483,829824.0,828763.62,767664.72,2023-07-23,2023-08-09,2023-09-20,2023-12-26,Completed,National Civil Projects,District Rural Development Agency (DRDA)
MPL-00974,Maharashtra,Nagpur,Nagpur,N. Gadkari,Community Infrastructure,Construction of Community Hall at Village Village-113,Construction of Community Hall at Village Village-113,Village-113,Block-2,21.03492,79.22609,1530411.0,1528387.16,1285399.41,2024-04-02,2024-04-21,2024-05-29,2024-11-23,Completed,Bharat Engineers & Builders,Rural Engineering Service (RES)
MPL-00975,Kerala,Wayanad,Wayanad,P. Gandhi,Community Infrastructure,Development of Community Center and Boundary Wall in Village-120,Development of Community Center and Boundary Wall in Village-120,Village-120,Block-2,11.78173,76.14748,1753566.0,1733672.99,1571247.05,2024-02-27,2024-03-19,2024-04-07,2024-09-04,Completed,Apex Infrastructure Ltd,Municipal Corporation
MPL-00976,Kerala,Wayanad,Wayanad,P. Gandhi,Drinking Water & Sanitation,Construction of Public Toilets and Sanitation Block in Village-130,Construction of Public Toilets and Sanitation Block in Village-130,Village-130,Block-8,11.68825,76.1712,774006.0,736161.46,565326.88,2024-07-07,2024-07-29,2024-08-30,,In Progress,Kisan Rural Developers,Public Works Department (PWD)
MPL-00977,Kerala,Wayanad,Wayanad,P. Gandhi,Renewable Energy,Supply and installation of 25 Solar Street Lights in Village-89,Supply and installation of 25 Solar Street Lights in Village-89,Village-89,Block-9,11.66692,76.12826,825987.0,811659.81,669371.82,2024-05-16,2024-06-13,2024-08-04,,In Progress,Reliable Works Corporation,Public Works Department (PWD)
MPL-00978,Gujarat,Rajkot,Rajkot,P. Rupala,Drinking Water & Sanitation,Construction of Public Toilets and Sanitation Block in Village-85,Construction of Public Toilets and Sanitation Block in Village-85,Village-85,Block-5,22.38253,70.7111,1292706.0,1320404.96,1188559.08,2024-09-20,2024-10-12,2024-11-13,,In Progress,Local Panchayat Works Unit,Municipal Corporation
MPL-00979,Bihar,Patna,Patna Sahib,R. S. Prasad,Community Infrastructure,Construction of Community Hall at Village Village-78,Construction of Community Hall at Village Village-78,Village-78,Block-2,25.57217,85.15806,1025406.0,1071914.28,777614.62,2024-07-21,2024-08-05,2024-09-01,2024-12-08,Completed,Bharat Engineers & Builders,Public Works Department (PWD)
MPL-00980,Uttar Pradesh,Varanasi,Varanasi,N. Modi,Rural Connectivity & Roads,Widening of Rural Link Road connecting Village-124,Widening of Rural Link Road connecting Village-124,Village-124,Block-6,25.36843,83.06741,2277197.0,2213229.27,2219220.03,2023-05-25,2023-06-19,2023-08-16,2023-11-04,Completed,Kisan Rural Developers,Minor Irrigation Division
MPL-00981,Rajasthan,Jaipur,Jaipur,M. Joshi,Renewable Energy,Supply and installation of 25 Solar Street Lights in Village-84,Supply and installation of 25 Solar Street Lights in Village-84,Village-84,Block-8,26.99589,75.71089,776147.0,749416.37,702092.63,2024-08-08,2024-08-26,2024-10-13,2025-05-13,Completed,Apex Infrastructure Ltd,Municipal Corporation
MPL-00982,Kerala,Wayanad,Wayanad,P. Gandhi,Renewable Energy,Supply and installation of 25 Solar Street Lights in Village-128,Supply and installation of 25 Solar Street Lights in Village-128,Village-128,Block-4,11.56735,76.02639,879729.0,922951.22,629345.78,2024-08-04,2024-08-28,2024-10-01,2025-02-03,Completed,Bharat Engineers & Builders,Rural Engineering Service (RES)
MPL-00983,Maharashtra,Nagpur,Nagpur,N. Gadkari,Community Infrastructure,Installation of Public Shed and Seating Area at Village-139,Installation of Public Shed and Seating Area at Village-139,Village-139,Block-1,21.06855,79.12512,665207.0,656093.19,613824.46,2024-02-11,2024-03-05,2024-04-25,2024-07-14,Completed,Shree Ganesh Construction Co,District Rural Development Agency (DRDA)
MPL-00984,Madhya Pradesh,Indore,Indore,S. Lalwani,Education & Schools,Construction of Additional Classrooms at Govt High School Village-107,Construction of Additional Classrooms at Govt High School Village-107,Village-107,Block-4,22.83333,75.85526,2192318.0,2297189.42,1754152.02,2023-12-24,2024-01-15,2024-02-06,2024-08-08,Completed,Vanguard Infra Solutions,Minor Irrigation Division
MPL-00985,Madhya Pradesh,Indore,Indore,S. Lalwani,Drinking Water & Sanitation,Construction of Public Toilets and Sanitation Block in Village-63,Construction of Public Toilets and Sanitation Block in Village-63,Village-63,Block-9,22.5998,75.73239,1240231.0,1277999.69,993218.39,2024-08-12,2024-09-04,2024-10-09,2024-12-29,Completed,Apex Infrastructure Ltd,Rural Engineering Service (RES)
MPL-00986,Karnataka,Bengaluru Rural,Bengaluru Rural,C. N. Manjunath,Community Infrastructure,Installation of Public Shed and Seating Area at Village-39,Installation of Public Shed and Seating Area at Village-39,Village-39,Block-2,13.11812,77.69323,426926.0,405668.81,321591.37,2023-05-06,2023-05-17,2023-06-19,2023-11-19,Completed,Kisan Rural Developers,Minor Irrigation Division
MPL-00987,Maharashtra,Nagpur,Nagpur,N. Gadkari,Rural Connectivity & Roads,Paver Block Road Construction in Village-26,Paver Block Road Construction in Village-26,Village-26,Block-2,21.27257,79.17506,540833.0,567675.38,391943.7,2023-01-23,2023-02-10,2023-04-05,,In Progress,Vanguard Infra Solutions,Municipal Corporation
MPL-00988,Rajasthan,Jaipur,Jaipur,M. Joshi,Renewable Energy,Installation of Solar LED High-Mast Lighting System at Village-73,Installation of Solar LED High-Mast Lighting System at Village-73,Village-73,Block-1,26.91687,75.78622,472674.0,452109.96,416827.72,2023-09-02,2023-09-24,2023-10-19,2024-06-14,Completed,Bharat Engineers & Builders,District Rural Development Agency (DRDA)
MPL-00989,Kerala,Wayanad,Wayanad,P. Gandhi,Drinking Water & Sanitation,Drilling of Deep Borewell and Overhead Tank Setup at Village-122,Drilling of Deep Borewell and Overhead Tank Setup at Village-122,Village-122,Block-4,11.66079,76.26115,924489.0,911430.77,788277.35,2023-10-11,2023-10-28,2023-12-23,2024-06-02,Completed,Sai Urban Works Pvt Ltd,District Rural Development Agency (DRDA)
MPL-00990,Karnataka,Bengaluru Rural,Bengaluru Rural,C. N. Manjunath,Drinking Water & Sanitation,Drilling of Deep Borewell and Overhead Tank Setup at Village-40,Drilling of Deep Borewell and Overhead Tank Setup at Village-40,Village-40,Block-6,13.04918,77.4626,488585.0,468037.71,428149.44,2023-04-11,2023-05-01,2023-05-25,,In Progress,Shree Ganesh Construction Co,District Rural Development Agency (DRDA)
MPL-00991,Bihar,Patna,Patna Sahib,R. S. Prasad,Education & Schools,Installation of Smart Classroom and Computer Lab in Village-105,Installation of Smart Classroom and Computer Lab in Village-105,Village-105,Block-6,25.72533,85.05053,828574.0,864192.18,746114.98,2024-11-03,2024-11-18,2025-01-07,2025-05-24,Completed,Surya Shakti Engineering,Public Works Department (PWD)
